subjectID,prolificID,studyID,sessionID,DEBUG,age,demographicSubmitTS,gender,race,technicalIssues,feedbackSubmitTS,feedback
x10zp2opte,676d40e2915d059bf7ef62e8,678f3deb09bb611973ef0351,679275ff3d98c055144e49ac,0,33,1737654068126,Male,Black,No,1737654157557,Very interesting to participate in this study.
lz5b36pb7k,670f8668ebde7fa2c5064377,678f3deb09bb611973ef0351,6792741b0f963a156e83fc9b,0,40,1737653058496,Female,White,no,1737653068845,thanks for the survey
4h3vss7m3d,63d5cbb3c8e15d4cd611bee1,678f3deb09bb611973ef0351,6792743de2e25a12ebd29e95,0,48,1737652729894,Female,White,None,1737652741221,"None, thank you!"
t9ncgpegws,677660e7d7e8e39f46227a83,678f3deb09bb611973ef0351,679273aa91b1954b676f2703,0,25,1737634365281,Male,Black,no,1737634374577,
bw7155w787,672926931d33c68b91b7a6e3,678f3deb09bb611973ef0351,6792733d4c6a0b91e0215509,0,65,1737652727587,Female,White,no I did not,1737652757394,no I do not
zpaxv42p0u,6659f6ef84884698f437bead,678f3deb09bb611973ef0351,67913bbea8ff7373e0c3ca1c,0,30,1737572643361,Male,White,No,1737572654666,No
m8tvrw8gge,6658bdf190fec69570a6ad5c,678f3deb09bb611973ef0351,6792743cd843ff2eba9e2092,0,59,1737652497397,Male,White,No,1737652504108,No
uc5uowrg8q,67698abcc712969d4beef949,678f3deb09bb611973ef0351,679273b1c48c57ff430c51f9,0,46,1737653303229,Male,Black,no,1737653310929,no
wu9oqdzw5s,5d3ee89122ed84000172272a,678f3deb09bb611973ef0351,6792742503a9a74c9cba2569,0,53,1737652365387,Female,White,no,1737652375036,no
a6qncnyedj,5a8d8079190420000156435d,678f3deb09bb611973ef0351,679278cb1d6e07123248c599,0,40,1737653546508,Male,White,no,1737653551609,no
dqk23rumv3,67885b8363668e2da17a8414,678f3deb09bb611973ef0351,679273c4b48e9f48cb87cfda,0,19,1737652079966,Female,White,No,1737652084981,No
4hlf8euoz0,63d174aea3d10a793478a989,678f3deb09bb611973ef0351,6792743274b63cbcbb14431b,0,31,1737652316418,Male,White,No,1737652324985,None
9kwkap46mf,65de2c6358e2556c9250dd6f,678f3deb09bb611973ef0351,679273ac22616023007b50ef,0,51,1737652239964,Female,White,,1737652277787,"There were a couple of slider questions that I left right at the middle basically because it depends on the context, or my surroundings, such as if I'm loud or not."
8vurxd76zg,665f0de7cbc0247252ce111e,678f3deb09bb611973ef0351,67927438dd990a2168318d3b,0,28,1737652923260,Male,Mixed race,,1737652925895,
7rtcobq9q3,6721ec463c2f6789d5b777b5,678f3deb09bb611973ef0351,679273d18064506b0427a000,0,28,1737654229875,Female,Black,No,1737654259308,The timer in the open ended question was too long
fj69o0jyok,668b37077c15ef8634f2121c,678f3deb09bb611973ef0351,67927444e828889cc3bf032b,0,27,1737652726675,Prefer Not to Say,Prefer Not to Say,,1737652730775,
kcavmnwnwx,6002e90144049f32edaf9ccf,678f3deb09bb611973ef0351,67927432505a2d10525d7705,0,26,1737652664541,Female,White,No,1737652669952,No
caox5mopcj,6720378a683a5d8a933493fb,678f3deb09bb611973ef0351,6792746aad00022ab721fa0e,0,44,1737652856111,Non-binary,Mixed race,Absolutely None.,1737652868442,N/A
2j4p1ozzr0,67842f8946d40d29bab62756,678f3deb09bb611973ef0351,6792744379d3aba03115caec,0,28,1737652994980,Female,White,No. i did not.,1737653045402,
7z4m03m7s2,5d09036d59d0de0001310b4e,678f3deb09bb611973ef0351,679273facb8d3ce127f9ad61,0,30,1737652677871,Male,White,I did not encounter any technical issues during this experiment.,1737652712858,This experiment was very well-designed. Everything loaded perfectly and was easily understood.
kpws5pb3ot,6741f03b36d9ab0c63ae08d0,678f3deb09bb611973ef0351,67927387d9509629f90c4ffe,0,36,1737652045541,Female,White,,1737652047280,
xcjoszwswk,6756b1f80366acbbf3942abd,678f3deb09bb611973ef0351,679274317d6ef691ca09a93d,0,27,1737652572785,Male,Black,No,1737652583721,None
9kos2100nm,65e3316d97240a806171a5c0,678f3deb09bb611973ef0351,67913bc6fea48de96b939fab,0,45,1737572928809,Female,White,n/a,1737572951638,n/a
byx2c8yslr,565c6791c121fe0012fc3caf,678f3deb09bb611973ef0351,67927400258c915cd1e53997,0,38,1737652256979,Female,White,no,1737652264898,no
nx8bkssz0b,677fa3439aa5fd48d4e87937,678f3deb09bb611973ef0351,67927347791bb16654b0ddbd,0,24,1737652094123,Male,Black,none,1737652108098,none
wyxyune4rr,677d3cc83d0aa6a39541f5d6,678f3deb09bb611973ef0351,6792751b0f95619548701b64,0,27,1737653935541,Female,White,No,1737653942450,No
t4ou0vovu6,675b23909339783cfe84ebd3,678f3deb09bb611973ef0351,67927433c63131a7657c2806,0,41,1737652885567,Male,Black,no,1737652911168,
bjv8m3uyx0,666ec9dfb9039b8071d8bb25,678f3deb09bb611973ef0351,67913bf413c3bcca74972e3d,0,43,1737572498476,Male,White,no,1737572506514,no
0wwnr36ojl,6579bdb995e28b4809d89d03,678f3deb09bb611973ef0351,67927455d17e5560acc4fec5,0,25,1737653525249,Female,Other,No issues.,1737653536445,Everything went well.
wwovcgnahy,5d423287112baf0018b0673c,678f3deb09bb611973ef0351,6792741db5f419d2380b0aa0,0,46,1737652377502,Male,White,no,1737652383178,no
9w0448b8y6,67534fde63fdbd0a960fbb7d,678f3deb09bb611973ef0351,67927417fd16f61f3ce55fa2,0,38,1737653495820,Male,Black,N/A,1737653515103,N/A
huqpy5ddqp,67861bf68c49aac1082f8d57,678f3deb09bb611973ef0351,67927445a34026dab67f81b8,0,39,1737653756823,Male,Black,nil,1737653760910,nil
w9ggnxpv3u,63222311994c6e4c35bb2a55,678f3deb09bb611973ef0351,67927438fec93168a20b0ea9,0,55,1737652804180,Male,White,none at all,1737652869097,Please tell me the main aim of this research and what you wish to learn from it!
1bujx8pu2o,66e7d64da141228861af7685,678f3deb09bb611973ef0351,679274412380f94587cc0fc3,0,67,1737653415058,Female,White,no,1737653434958,no
0mwoj5cjxt,67920c44f6ddf7fecf7e845c,678f3deb09bb611973ef0351,679273ea0ae9079ff318af5f,0,31,1737652203052,Male,White,no,1737652213599,No great questions guys!
uotml7m046,58d876b14240e50001190090,678f3deb09bb611973ef0351,67927423a84a7a201651ff76,0,53,1737652546195,Male,White,,1737652548348,
rctt9r4qqp,63ea8df5d9eef96c88cfc2d2,678f3deb09bb611973ef0351,6792745f67896208e5869d20,0,32,1737652386220,Male,White,,1737652389645,
m3y3fn34ko,6759d5576a93e095a8bcbcb1,678f3deb09bb611973ef0351,6792741fd6ab695c1255a2fc,0,36,1737652241625,Male,White,None.,1737652254462,"No, this was a fun survey."
h0bb3r190k,6570824312e21ad0a49858f4,678f3deb09bb611973ef0351,67927450595d61eff28afd81,0,31,1737653041556,Male,Asian,No,1737653046492,No
0zspytpvca,677ed2e68c3e289b439a4483,678f3deb09bb611973ef0351,67927432978c43866101baf8,0,26,1737652815980,Female,Mixed race,No i didnt experience any issue,1737652835068,
6t2snegxr5,673e4e69ce45d284f16fad2d,678f3deb09bb611973ef0351,679273e23fbb76977f51fef7,0,27,1737652884543,Male,White,none,1737652896468,no comment
0eodzsopj1,66b2be331315bce01546e031,678f3deb09bb611973ef0351,6792743b592653abaf1dc99f,0,43,1737652405853,Female,White,,1737652420626,
p6jaa2148b,66c2356667d16c9e1ea9a612,678f3deb09bb611973ef0351,6792738086d2bbf7e445a8bb,0,36,1737653038203,Female,White,no ,1737653056520,no feedback
gbth6tcwo7,6764cce7a10cc8e279651a57,678f3deb09bb611973ef0351,679274223dd98d1e72c26dcf,0,30,1737652768131,Male,White,Not at all! Thank you indeed for the survey!,1737652823215,Thank you for such a survey! Not only will it benefit the researcher but also myself!
09vlfocodf,571ca064e1d2ec0009a687eb,678f3deb09bb611973ef0351,6792744ef5109c463eaf43cb,0,31,1737652673160,Female,Black,,1737652676444,
78gq5qwlo0,5b6b54af31b9b000017898b8,678f3deb09bb611973ef0351,679273c6ea9a9e31a90e4a25,0,38,1737652292510,Female,White,No,1737652300206,No
3de02oqnan,56ca3e3237d66c000c59a891,678f3deb09bb611973ef0351,67927340559bae0494dd5cbd,0,45,1737652083832,Male,White,None,1737652089572,None
ohyzv50lad,678e1891053ba515ea427700,678f3deb09bb611973ef0351,679293f26056f29189c7a9c3,0,21,1737660590651,Male,Black,No it was cool,1737660634649,not really today thank you
kehwquvvbh,5ca102f57114700016da340d,678f3deb09bb611973ef0351,67913bbf9a53d6b33fdb1144,0,74,1737572536510,Male,White,none,1737572546466,no
8onyqxb4mn,6766a8b9f2f6140bdb9fab39,678f3deb09bb611973ef0351,6792741ad67b14196e21fa8c,0,28,1737653856846,Male,Mixed race,No.,1737653865159,No.
l67szffezm,634e8b77918a7fbb1be455c3,678f3deb09bb611973ef0351,67927ad1c65051016b902659,0,59,1737654476042,Male,Asian,None,1737654503475,"None, all good"
egok1n2jy1,662bdd8c97c290536da33e88,678f3deb09bb611973ef0351,6792745cb6bc1cd9505a4279,0,41,1737652582364,Male,White,None,1737652598724,Thank you!
zfrqoyrawg,673a3db560114414cc28e7df,678f3deb09bb611973ef0351,679274036742ad7297eefb0c,0,19,1737652163558,Female,White,no,1737652168532,no
sha1kz5qob,67410901eabe995471a42192,678f3deb09bb611973ef0351,679273f4a006f1e14cd4cdde,0,31,1737653797916,Male,Black,,1737653802878,
h5zooadbml,668523bfc7f358de230d0081,678f3deb09bb611973ef0351,6792741e0f963a156e83fca0,0,43,1737654488446,Male,White,No.,1737654508501,Everything is good in this study.
51lxw3l48w,67277d1452211d915c01d3b9,678f3deb09bb611973ef0351,6792743e8535ad0f7006e67c,0,30,1737652431142,Male,Black,,1737652436405,
2nrt45xu11,668c0ba61ad563eb5505b22a,678f3deb09bb611973ef0351,679273f59e9bf985f826586b,0,67,1737653087516,Female,White,no,1737653094102,NA
m7xm6khcos,6761d7843f52c97b6028f43a,678f3deb09bb611973ef0351,679276c3856ba939aa4b0eb1,0,29,1737655377458,Male,Black,nil,1737655384762,nil
fg9e5zxhls,6716f817aed3929d27448d97,678f3deb09bb611973ef0351,679273696b05a9e80d5a7bf1,0,40,1737652838864,Male,Black,"No, i didnt encounter any issue",1737652915392,No feedback. Everything looks good
c8yv8wed6f,672268fce6db5683226668ec,678f3deb09bb611973ef0351,679273ef4b19616cd63535e3,0,41,1737653963753,Male,Black,NO,1737653975969,
0k6l7sxylf,5e56ac24ce30ae0632e2fe0a,678f3deb09bb611973ef0351,6792741033ad9acc5cc90654,0,34,1737652476333,Female,White,Nonee,1737652482078,
l8h5k36h4f,5e10c664e7802178da96078a,678f3deb09bb611973ef0351,679273d93ee09a4b12b6c4de,0,29,1737652635693,Male,White,No,1737652676380,I enjoyed the experiment.
wwqrpl9st9,653d32174ec97b1bb7fd314b,678f3deb09bb611973ef0351,679273d7c51af263d9ef3a71,0,24,1737654781649,Male,Black,no issues encountered,1737654795842,no i do not
pqgz1bu9co,604fa685e33606f9a0ee8189,678f3deb09bb611973ef0351,67913bc6e2f21aa08f49acbc,0,28,1737572664602,Female,White,♡ no issues,1737572674151,♡ thank you so much ♡
x30z2jk559,6659f6fdd8cd7577c303a76d,678f3deb09bb611973ef0351,67913bf64eeb671d5a627274,0,37,1737572584202,Male,White,No,1737572594100,"No, everything was good."
k19p19jgcw,66ac666f3e030205c277b763,678f3deb09bb611973ef0351,679274266a51a0ad268dfc87,0,27,1737652553234,Male,Black,No issues encountered.,1737652585434,I loved participating in the study.
azra07o4qc,6755f22325fdddb95444d0ce,678f3deb09bb611973ef0351,6792743a99c7cd41ae4ad6c4,0,67,1737652743231,Female,White,"Yes, my mouse would not move to the correct choice once I realized I slid the slider to the far left instead of to the far right.",1737652909892,This was fun and refreshing. It also reminded me of current situations that I must deal with. Thank you.
ymu0584q5x,561bbdf9811d22000df3138a,678f3deb09bb611973ef0351,679274633321a33700d01149,0,40,1737654580617,Male,White,no,1737654587007,no
6wlaf6coe7,5deebd169b8f245615d59507,678f3deb09bb611973ef0351,679273cd4b8d3d7e58c6478a,0,62,1737652466407,Male,White,None,1737652476604,None
ot1de4y4jp,669424e6b661e0a098ec66a4,678f3deb09bb611973ef0351,6792741c6742ad7297eefb1b,0,43,1737653319408,Male,White,,1737653325736,
bn2b6z0p0p,574aff1b5bef980007af2745,678f3deb09bb611973ef0351,679273a9242f84fd93e1f5a8,0,59,1737652349849,Female,White,no,1737652356157,no
6bztzjst7z,6750f7eb7c60e2b2c22aeaea,678f3deb09bb611973ef0351,679273dbfead8a30f09d15f3,0,32,1737652557677,Male,White,No,1737652593575,The study was straight forward and with well explained instructions.
qx8oq3xgjc,653a77e109707216e70a6280,678f3deb09bb611973ef0351,679274655b4c03c2b8850033,0,41,1737652440916,Male,Mixed race,,1737652444252,
vwf8yqek87,676edbd71b2d6c518eae7b45,678f3deb09bb611973ef0351,67913bdb30535bde19ca0a76,0,44,1737572623312,Female,White,no,1737572629442,no
88go3eanhb,66439d24bf5f2505d7929c12,678f3deb09bb611973ef0351,67927385494e8d9b5c50b146,0,31,1737652095745,Female,White,no,1737652101599,no
15l1e8t2or,6163fbf78813617495ee7a9b,678f3deb09bb611973ef0351,679273fe72e46ed9596606a8,0,30,1737652570207,Female,Black,No,1737652622004,It was very helpful to have the amount of questions and types of questions listed before the survey began. 
nflotqlne6,672feab4c04c20d23bc0e95d,678f3deb09bb611973ef0351,679273d4718d915d18dc3feb,0,34,1737652100757,Male,White,,1737652103405,
3atgs6y4g2,672b34120719af8956f42bdc,678f3deb09bb611973ef0351,6792736c44ad3c9648103aaa,0,36,1737652855531,Male,Black,no,1737652867635,no
7tx7rec6a4,6636f07a53507c7f1fd12d21,678f3deb09bb611973ef0351,679273be8d8c5575a39c3f72,0,31,1737652492840,Female,White,no ,1737652497988,
c8xsku1jpw,638b951008b4843ccdbc4e15,678f3deb09bb611973ef0351,6792746fbe64f110c0768392,0,73,1737652851968,Male,White,none,1737652871387,none
jfr3h2xual,5d5181fc842e8600171e5a78,678f3deb09bb611973ef0351,67927434f41d58ebe8ffb9d1,0,38,1737652964384,Male,White,,1737652967730,
5wh8rxn3ko,65de5ddcc637719fe458fc76,678f3deb09bb611973ef0351,679273ec0d38bd165f115689,0,31,1737653282180,Male,Black,I did not.,1737653291175,Not at this time.
udvptpb0rq,67657687d49d6ac69d4893be,678f3deb09bb611973ef0351,679273d0569a48cda36d6b4b,0,23,1737652388822,Female,Black,no at all,1737652399506,no
ubk5ogcar0,5ec54a1c831cf54dd9f78667,678f3deb09bb611973ef0351,6792745e6e98c79757c7cea5,0,35,1737652437092,Male,White,No,1737652444832,No
pb7wundvss,66b6149cafb838e03d0a79cf,678f3deb09bb611973ef0351,679274193317c1529c70c49c,0,21,1737652449274,Male,Black,,1737652452714,
9px8s76wgt,5f467b0a0d1aef037515c8c9,678f3deb09bb611973ef0351,6792741fdda91d70f3a497cb,0,42,1737652508279,Male,White,,1737652512019,
x1ahowec8k,651ab275f183114f36d8ac20,678f3deb09bb611973ef0351,67911f3cbc7903b8fa14d1a0,0,55,1737565181582,Male,White,no,1737565192853,no
1kd1snf5n0,6723a714db7f1c348688f614,678f3deb09bb611973ef0351,6792745e6c5fa76f17cf1c71,0,29,1737652496719,Female,White,No,1737652541472,"It would be interesting to be debriefed about the study (maybe you will on the next page...), but I am not sure why I've just done lots of self reporting when you don't have anything to compare it to (e.g. someone else's opinion of me)"
7664lql0ss,6717a9a058de284eb78c1e9e,678f3deb09bb611973ef0351,67912375922d87b01b2898d6,0,45,1737566267957,Female,White,no,1737566286131,no
7acfkvzgru,66a41543adadffb17baf40b8,678f3deb09bb611973ef0351,67913c004abc50c3a5e6e5ff,0,47,1737573230255,Male,Black,no,1737573239251,
129f19shjs,677ff38120d811943d24150d,678f3deb09bb611973ef0351,67927429d9631f4352e8d5f6,0,36,1737652330384,Female,White,,1737652335792,
kv9ydvejha,6692dd53ec527d60a87c1c82,678f3deb09bb611973ef0351,679294296612cb0204e4b57a,0,25,1737661412152,Male,Asian,No,1737661416712,No
2nw8klv3u9,671b17662b1d319e0578318d,678f3deb09bb611973ef0351,6792742b97a888e788b7ee26,0,39,1737652959430,Male,Black,Not at all,1737653027834,no
6oemmct5qa,6732436bc9de108a7c41e835,678f3deb09bb611973ef0351,679273eb74b63cbcbb144310,0,53,1737652357897,Male,White,I didn't,1737652372991,Great Study.
6781sf8dv4,663a7dc83986ee24fb6ec0e6,678f3deb09bb611973ef0351,679273957381f7e8d764e8f9,0,39,1737652160645,Male,White,,1737652162305,
dm3qtve51y,5a3c0b842f91ec0001dc9bb4,678f3deb09bb611973ef0351,6792744c6e98c79757c7ce9e,0,54,1737652700671,Male,White,,1737652718024,all good
jlu2tjllxh,67103aecd3a626ec9024ed2a,678f3deb09bb611973ef0351,679273bfd9631f4352e8d5e3,0,50,1737653011661,Male,Mixed race,None,1737653026284,None
2jkva2rsjq,6695e02753a6952e7b9118bc,678f3deb09bb611973ef0351,6792734c1330fa5edc3fc886,0,27,1737652106168,Female,White,,1737652107652,
azaalkh5on,6655dd1f8fa8f27af8a98304,678f3deb09bb611973ef0351,679273e92848584934d29ea7,0,26,1737652398295,Male,White,None at all,1737652407315,N/A
lzyzz04ync,673229e0c67d0eabb6bcaa63,678f3deb09bb611973ef0351,67912033689a801993dbe3dc,0,42,1737566358775,Male,Black,not at all,1737566373788,it was a good survey
sc1k5yvg3a,661fee35973b5ff6fa3418ef,678f3deb09bb611973ef0351,679273b228ed37e551c26f75,0,30,1737652181615,Male,Asian,None,1737652196606,None
zb49rxr765,66b3e2632fcc33666e7a8574,678f3deb09bb611973ef0351,67927435dbf74cbd94ef6235,0,31,1737652984050,Female,White,No I did not.,1737653006413,I enjoyed taking the time to add my feedback on this study. I look forward to doing more in the future.
chd8rxy2mc,6661bf4587f6b99850d9328b,678f3deb09bb611973ef0351,6792744f8f32fe87fb92a2f6,0,59,1737652674707,Female,Black,no,1737652683643,no
lzrjcyvlwz,5f4962321798ec4bf94a655f,678f3deb09bb611973ef0351,67927445ac372c318ce1cbc1,0,39,1737652470088,Male,White,No,1737652475369,No
dycvset2jm,6776b40bcf28a67ce3cacecd,678f3deb09bb611973ef0351,679273ce4f957c6c433aae6d,0,28,1737652502412,Male,White,None. ,1737652551787,None. Very good questions!
ka6fg8am3r,66439c3bab98bb0158f84946,678f3deb09bb611973ef0351,67927439111cec39286e71a3,0,36,1737652513385,Female,White,No,1737652518978,No
lr1df99ce7,58a53fd327c3bb00014e74e2,678f3deb09bb611973ef0351,6792745337899d050487cfd9,0,53,1737652555763,Female,White,Just a bit of lag at the loading screen before the questions started.,1737652578157,
pjbc7eqc5d,663a8c84b8e7c046d854c8dd,678f3deb09bb611973ef0351,679274102848584934d29eb2,0,43,1737654039094,Male,White,None!,1737654062084,Thanks for the opportunity! 
evbpp611t6,6788100a5110c6e26deae73d,678f3deb09bb611973ef0351,67927460c51af263d9ef3a86,0,26,1737652899515,Female,Mixed race,No i didn't expirience any technicall difficulties.,1737653039322,The task was fine.I would request that you bring me more of the same with a higher payment.It was a pleassure working eith you i can't complain.
3lrqw5u1os,6756889918e4d36105a501ca,678f3deb09bb611973ef0351,6792737362445c092a319fe2,0,70,1737652498232,Male,White,no,1737652512972,nice study
5vx2fkh17g,5aa462af873cda00010d5b51,678f3deb09bb611973ef0351,67911ec2b2c8a5d2dde611d9,0,39,1737565117698,Female,White,no,1737565127564,very interesting 
xu1vyajp44,679103bcadbfcac4596ab584,678f3deb09bb611973ef0351,679274684a386de2ead863ea,0,24,1737652880350,Male,White,,1737652921632,
dx42ojds5q,66bb890ba2b9c4017dd31fce,678f3deb09bb611973ef0351,679273f99092ebefb7701bc4,0,30,1737652290679,Male,White,,1737652293130,
hj7ygp5z33,677827d4ae4731d43ad6c64b,678f3deb09bb611973ef0351,679273f90d38bd165f11568b,0,55,1737652373836,Female,Black,NO,1737652384685,NO
gf0hn8an21,6290c65ed46e5dce4f16bb92,678f3deb09bb611973ef0351,679274478d907acd792b0fae,0,40,1737652358540,Male,Black,none,1737652362999,none
4toydlywv1,67876e92ebfb5ba627248892,678f3deb09bb611973ef0351,67927457bdd1cae1ab25f4f3,0,35,1737653090040,Male,Black,n/a,1737653099104,n/a
nnhpov8k9s,5dde0d3ce2dcbdd798721c65,678f3deb09bb611973ef0351,67927426d6ae38966a263602,0,59,1737652434157,Female,White,No issues,1737652447009,I have none.
krrf99kv8t,66d925cf0e6264c70bba83e4,678f3deb09bb611973ef0351,67927455f4c3f0f3eb318d72,0,31,1737654528785,Male,Mixed race,NO,1737654574446,The study was good
8521yqwxmb,673ccb0691efe91cd015dcf7,678f3deb09bb611973ef0351,6792745a5b9c270480d04d46,0,33,1737653524117,Female,White,No,1737653553384,The study was well structured with clear instructions.
3l8et1utaj,6101bc771381fd918bc58af8,678f3deb09bb611973ef0351,67927450c8b291a77618af1e,0,32,1737652838501,Female,White,no,1737652842733,no
hqpbhnvzwb,5f56268bff7e03a1800a3a2f,678f3deb09bb611973ef0351,67929467c538d773926a85b2,0,27,1737660559360,Female,White,,1737660561629,
7ukpcdrsn4,664fa6197cd2ac12ab45da27,678f3deb09bb611973ef0351,67929461d2b416af67af43a1,0,22,1737660429574,Female,Indigenous,,1737660431381,
ffyyz1garu,678b785febfcc8066ee47f94,678f3deb09bb611973ef0351,67911e787acf041f942f567c,0,31,1737566065432,Male,Black,no,1737566091591,no
121fbpszex,678f6fba2b58f3e8739196fa,678f3deb09bb611973ef0351,67911f9bdac05a37722d2cde,0,30,1737567625815,Female,Black,no,1737567697782,
rv3jju4lnx,677b99315e101445c40f0a39,678f3deb09bb611973ef0351,679274665fcd8f99f8f37dd9,0,25,1737652781205,Female,Mixed race,No,1737652804628,No
6er0r53myw,5f1478e1c1b7a74d494c2c36,678f3deb09bb611973ef0351,67927433de18f69c5179f4bd,0,37,1737652301298,Male,White,,1737652303776,
bzy2wul2rl,66d8e4c119fbcd2677d4eeba,678f3deb09bb611973ef0351,679273e077d44730df23bac3,0,46,1737652357866,Female,White,,1737652361607,
uyvx9s7gj3,63eec9c2e7ddf7d02ab4e145,678f3deb09bb611973ef0351,67911f07b3308708e59476cf,0,29,1737565039606,Male,White,No,1737565047956,No - it was great.
v4nl4ynyoc,66990d332513e41439621e21,678f3deb09bb611973ef0351,679274aa4d7aefa183f88b56,0,20,1737655402404,Female,Black,it was ok,1737655408170,
8pjw8cak18,66045419410cb2860a8dae4a,678f3deb09bb611973ef0351,6792745b592653abaf1dc9a6,0,26,1737652960150,Female,Black,No,1737652971339,No
qkx97bwtg9,5654166804212700054a12aa,678f3deb09bb611973ef0351,6792745a8535ad0f7006e681,0,64,1737652648783,Male,White,No.,1737652660531,No.
tuyqjrajpg,659573bd2bd155b39e35f676,678f3deb09bb611973ef0351,679274275af6fca0b5ef3a50,0,28,1737653874403,Female,Black,"No, encountered and worked as described.",1737653912611,No.
84dpzmgsn2,677ca29eed2a6d65ce59f43b,678f3deb09bb611973ef0351,6792942d95b7df0b883c0cb0,0,34,1737660517705,Male,White,,1737660521322,
mka8uxr99d,6776af33bce81aa216b597e8,678f3deb09bb611973ef0351,679273bd24451489d8b6c4f0,0,27,1737652196690,Male,Black,,1737652201008,
65lezjhfcr,678a29f83d9997e7dd2bfb89,678f3deb09bb611973ef0351,679273ed79fa8261643c0aa8,0,22,1737652847074,Male,White,,1737652853315,
