subjectID,prolificID,studyID,sessionID,DEBUG,trialIdx,trialSubmitTS,trialType,scaleID,scaleCategory,scaleText,scaleTextMin,scaleTextMax,comprehensionCheck,comprehensionCheckRequestedResponse,sliderStart,response,rt,timeElapsed
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,30,1737653054810,scale,53,personality,I see myself as someone who...remains calm in tense situations,Strongly disagree,Strongly agree,0,,50,66,7106,1297181
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,31,1737653056959,scale,39,personality,I see myself as someone who...has an active imagination,Strongly disagree,Strongly agree,0,,50,100,2147,1299330
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,32,1737653059244,scale,43,personality,"I see myself as someone who...is emotionally stable, not easily upset",Strongly disagree,Strongly agree,0,,50,76,2284,1301615
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,33,1737653062037,scale,13,face processing,I see myself as someone who...is aggressive,Strongly disagree,Strongly agree,0,,50,27,2791,1304408
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,34,1737653068325,scale,,ATTENTION CHECK,Please drag the slider all the way to the end labeled HAMBURGER,HOTDOG,HAMBURGER,1,100,50,100,6286,1310696
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,35,1737653070626,scale,20,personality,I see myself as someone who...is talkative,Strongly disagree,Strongly agree,0,,50,65,2300,1312996
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,36,1737653072873,scale,60,personality,I see myself as someone who...has few artistic interests,Strongly disagree,Strongly agree,0,,50,60,2246,1315244
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,38,1737653200620,scale,54,personality,I see myself as someone who...prefers work that is routine,Strongly disagree,Strongly agree,0,,50,75,3782,1442991
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,39,1737653202761,scale,17,face processing,I see myself as someone who...is caring,Strongly disagree,Strongly agree,0,,50,67,2140,1445132
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,40,1737653205238,scale,41,personality,I see myself as someone who...is generally trusting,Strongly disagree,Strongly agree,0,,50,84,2476,1447609
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,41,1737653209509,scale,59,personality,"I see myself as someone who...likes to reflect, play with ideas",Strongly disagree,Strongly agree,0,,50,85,4269,1451880
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,42,1737653212011,scale,40,personality,I see myself as someone who...tends to be quiet,Strongly disagree,Strongly agree,0,,50,81,2500,1454381
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,43,1737653214379,scale,61,personality,I see myself as someone who...likes to cooperate with others,Strongly disagree,Strongly agree,0,,50,84,2366,1456750
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,44,1737653216851,scale,36,personality,I see myself as someone who...has a forgiving nature,Strongly disagree,Strongly agree,0,,50,91,2471,1459222
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,45,1737653219516,scale,63,personality,"I see myself as someone who...is sophisticated in art, music, or literature",Strongly disagree,Strongly agree,0,,50,87,2663,1461887
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,46,1737653222000,scale,33,personality,I see myself as someone who...can be tense,Strongly disagree,Strongly agree,0,,50,67,2483,1464371
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,47,1737653226520,scale,56,personality,I see myself as someone who...is sometimes rude to others,Strongly disagree,Strongly agree,0,,50,39,4518,1468891
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,48,1737653230641,scale,38,personality,I see myself as someone who...worries a lot,Strongly disagree,Strongly agree,0,,50,32,4120,1473012
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,49,1737653236419,scale,,ATTENTION CHECK,Please drag the slider all the way to the end labeled STRAWBERRY,STRAWBERRY,PINEAPPLE,1,0,50,0,5776,1478790
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,50,1737653239321,scale,28,personality,"I see myself as someone who...is relaxed, handles stress well",Strongly disagree,Strongly agree,0,,50,74,2901,1481692
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,51,1737653242176,scale,5,face processing,I see myself as someone who...is trustworthy,Strongly disagree,Strongly agree,0,,50,87,2854,1484547
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,52,1737653246687,scale,34,personality,"I see myself as someone who...is ingenious, a deep thinker",Strongly disagree,Strongly agree,0,,50,69,4510,1489058
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,53,1737653249789,scale,32,personality,I see myself as someone who...is a reliable worker,Strongly disagree,Strongly agree,0,,50,61,3100,1492160
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,54,1737653252521,scale,42,personality,I see myself as someone who...tends to be lazy,Strongly disagree,Strongly agree,0,,50,44,2731,1494892
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,55,1737653254777,scale,52,personality,I see myself as someone who...does things efficiently,Strongly disagree,Strongly agree,0,,50,79,2254,1497148
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,56,1737653258198,scale,27,personality,I see myself as someone who...can be somewhat careless,Strongly disagree,Strongly agree,0,,50,6,3419,1500569
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,57,1737653260866,scale,46,personality,I see myself as someone who...can be cold and aloof,Strongly disagree,Strongly agree,0,,50,16,2667,1503237
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,58,1737653263476,scale,57,personality,I see myself as someone who...makes plans and follows through with them,Strongly disagree,Strongly agree,0,,50,70,2608,1505847
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,59,1737653266567,scale,21,personality,I see myself as someone who...tends to find fault with others,Strongly disagree,Strongly agree,0,,50,16,3089,1508938
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,60,1737653269028,scale,48,personality,I see myself as someone who...can be moody,Strongly disagree,Strongly agree,0,,50,51,2459,1511399
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,61,1737653271118,scale,47,personality,I see myself as someone who...perseveres until the task is finished,Strongly disagree,Strongly agree,0,,50,64,2089,1513489
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,62,1737653273930,scale,8,face processing,I see myself as someone who...is unhappy,Strongly disagree,Strongly agree,0,,50,35,2810,1516301
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,64,1737653455720,scale,1,demographic,I consider myself as:,Not at all feminine,Totally feminine,0,,50,0,7661,1698091
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,65,1737653458126,scale,22,personality,I see myself as someone who...does a thorough job,Strongly disagree,Strongly agree,0,,50,40,2405,1700497
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,66,1737653461927,scale,18,face processing,I see myself as someone who...is egotistic,Strongly disagree,Strongly agree,0,,50,32,3800,1704298
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,67,1737653477816,scale,45,personality,I see myself as someone who...has an assertive personality,Strongly disagree,Strongly agree,0,,50,74,15886,1720187
c1b3u1ydqp,66ccdb313b58971824e9244c,678f3deb09bb611973ef0351,6792750de74ce48af3be2a64,0,68,1737653487721,scale,24,personality,"I see myself as someone who...is original, comes up with new ideas",Strongly disagree,Strongly agree,0,,50,87,9904,1730092
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,1,1737651361433,scale,24,personality,"I see myself as someone who...is original, comes up with new ideas",Strongly disagree,Strongly agree,0,,50,37,11289,100756
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,2,1737651366165,scale,45,personality,I see myself as someone who...has an assertive personality,Strongly disagree,Strongly agree,0,,50,15,4727,105487
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,3,1737651371616,scale,1,demographic,I consider myself as:,Not at all feminine,Totally feminine,0,,50,67,5448,110939
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,4,1737651376825,scale,11,face processing,I see myself as someone who...is mean,Strongly disagree,Strongly agree,0,,50,8,5204,116147
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,5,1737651382524,scale,12,face processing,I see myself as someone who...is boring,Strongly disagree,Strongly agree,0,,50,60,5695,121847
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,6,1737651390256,scale,50,personality,"I see myself as someone who...is sometimes shy, inhibited",Strongly disagree,Strongly agree,0,,50,65,7728,129579
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,7,1737651396708,scale,56,personality,I see myself as someone who...is sometimes rude to others,Strongly disagree,Strongly agree,0,,50,6,6448,136031
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,8,1737651404842,scale,,ATTENTION CHECK,Please drag the slider all the way to the end labeled STRAWBERRY,STRAWBERRY,PINEAPPLE,1,0,50,0,8129,144164
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,9,1737651411372,scale,18,face processing,I see myself as someone who...is egotistic,Strongly disagree,Strongly agree,0,,50,0,6526,150695
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,10,1737651416401,scale,21,personality,I see myself as someone who...tends to find fault with others,Strongly disagree,Strongly agree,0,,50,58,5024,155723
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,12,1737651553336,scale,14,face processing,I see myself as someone who...is weird,Strongly disagree,Strongly agree,0,,50,0,5902,292659
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,13,1737651562129,scale,51,personality,I see myself as someone who...is considerate and kind to almost everyone,Strongly disagree,Strongly agree,0,,50,71,8789,301451
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,14,1737651567513,scale,52,personality,I see myself as someone who...does things efficiently,Strongly disagree,Strongly agree,0,,50,74,5379,306835
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,15,1737651574120,scale,3,demographic,How would you describe your political views?,Very conservative,Very liberal,0,,50,69,6604,313443
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,16,1737651579128,scale,35,personality,I see myself as someone who...generates a lot of enthusiasm,Strongly disagree,Strongly agree,0,,50,14,5003,318451
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,17,1737651585088,scale,37,personality,I see myself as someone who...tends to be disorganized,Strongly disagree,Strongly agree,0,,50,0,5956,324411
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,19,1737651736188,scale,40,personality,I see myself as someone who...tends to be quiet,Strongly disagree,Strongly agree,0,,50,69,5919,475510
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,20,1737651740215,scale,19,face processing,I see myself as someone who...is responsible,Strongly disagree,Strongly agree,0,,50,98,4024,479538
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,21,1737651743803,scale,38,personality,I see myself as someone who...worries a lot,Strongly disagree,Strongly agree,0,,50,59,3584,483126
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,22,1737651747368,scale,6,face processing,I see myself as someone who...is dominant,Strongly disagree,Strongly agree,0,,50,6,3560,486690
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,23,1737651751879,scale,27,personality,I see myself as someone who...can be somewhat careless,Strongly disagree,Strongly agree,0,,50,1,4508,491202
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,24,1737651756383,scale,29,personality,I see myself as someone who...is curious about many different things,Strongly disagree,Strongly agree,0,,50,75,4500,495706
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,25,1737651763544,scale,43,personality,"I see myself as someone who...is emotionally stable, not easily upset",Strongly disagree,Strongly agree,0,,50,42,7156,502866
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,26,1737651771283,scale,63,personality,"I see myself as someone who...is sophisticated in art, music, or literature",Strongly disagree,Strongly agree,0,,50,37,7736,510606
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,27,1737651775139,scale,23,personality,"I see myself as someone who...is depressed, blue",Strongly disagree,Strongly agree,0,,50,10,3852,514462
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,28,1737651780240,scale,26,personality,I see myself as someone who...is helpful and unselfish with others,Strongly disagree,Strongly agree,0,,50,56,5097,519563
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,29,1737651785131,scale,16,face processing,I see myself as someone who...is confident,Strongly disagree,Strongly agree,0,,50,9,4888,524454
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,30,1737651791527,scale,54,personality,I see myself as someone who...prefers work that is routine,Strongly disagree,Strongly agree,0,,50,79,6392,530850
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,31,1737651800135,scale,46,personality,I see myself as someone who...can be cold and aloof,Strongly disagree,Strongly agree,0,,50,58,8604,539458
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,32,1737651803691,scale,5,face processing,I see myself as someone who...is trustworthy,Strongly disagree,Strongly agree,0,,50,100,3552,543014
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,33,1737651807995,scale,39,personality,I see myself as someone who...has an active imagination,Strongly disagree,Strongly agree,0,,50,30,4301,547318
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,34,1737651815127,scale,48,personality,I see myself as someone who...can be moody,Strongly disagree,Strongly agree,0,,50,38,7129,554450
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,35,1737651820863,scale,62,personality,I see myself as someone who...is easily distracted,Strongly disagree,Strongly agree,0,,50,61,5733,560186
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,36,1737651825663,scale,47,personality,I see myself as someone who...perseveres until the task is finished,Strongly disagree,Strongly agree,0,,50,100,4796,564986
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,37,1737651830264,scale,55,personality,"I see myself as someone who...is outgoing, sociable",Strongly disagree,Strongly agree,0,,50,31,4596,569586
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,38,1737651836667,scale,15,face processing,I see myself as someone who...is intelligent,Strongly disagree,Strongly agree,0,,50,62,6400,575990
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,39,1737651840527,scale,25,personality,I see myself as someone who...is reserved,Strongly disagree,Strongly agree,0,,50,83,3856,579850
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,40,1737651844079,scale,30,personality,I see myself as someone who...is full of energy,Strongly disagree,Strongly agree,0,,50,15,3548,583402
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,41,1737651848667,scale,44,personality,I see myself as someone who...is inventive,Strongly disagree,Strongly agree,0,,50,38,4585,587990
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,43,1737651976579,scale,57,personality,I see myself as someone who...makes plans and follows through with them,Strongly disagree,Strongly agree,0,,50,84,6504,715902
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,44,1737651981279,scale,22,personality,I see myself as someone who...does a thorough job,Strongly disagree,Strongly agree,0,,50,97,4696,720602
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,45,1737651989491,scale,53,personality,I see myself as someone who...remains calm in tense situations,Strongly disagree,Strongly agree,0,,50,61,8208,728814
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,46,1737651994683,scale,49,personality,"I see myself as someone who...values artistic, aesthetic experiences",Strongly disagree,Strongly agree,0,,50,91,5188,734006
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,47,1737651999187,scale,31,personality,I see myself as someone who...starts quarrels with others,Strongly disagree,Strongly agree,0,,50,7,4500,738510
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,48,1737652007083,scale,20,personality,I see myself as someone who...is talkative,Strongly disagree,Strongly agree,0,,50,46,7892,746405
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,49,1737652010443,scale,32,personality,I see myself as someone who...is a reliable worker,Strongly disagree,Strongly agree,0,,50,100,3357,749766
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,50,1737652013571,scale,13,face processing,I see myself as someone who...is aggressive,Strongly disagree,Strongly agree,0,,50,1,3124,752894
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,53,1737652321394,scale,33,personality,I see myself as someone who...can be tense,Strongly disagree,Strongly agree,0,,50,65,4739,1060717
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,54,1737652325414,scale,36,personality,I see myself as someone who...has a forgiving nature,Strongly disagree,Strongly agree,0,,50,30,4016,1064737
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,55,1737652330266,scale,4,demographic,How important would you say religion is in your own life?,Not very important,Very important,0,,50,0,4848,1069589
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,56,1737652334842,scale,42,personality,I see myself as someone who...tends to be lazy,Strongly disagree,Strongly agree,0,,50,15,4572,1074165
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,57,1737652339502,scale,61,personality,I see myself as someone who...likes to cooperate with others,Strongly disagree,Strongly agree,0,,50,81,4657,1078825
53a7trj0ux,5cdd4befd3651c001950e539,678f3deb09bb611973ef0351,67927436a039c0132dd9fd3c,0,58,1737652344510,scale,60,personality,I see myself as someone who...has few artistic interests,Strongly disagree,Strongly agree,0,,50,24,5004,1083833
