subjectID,prolificID,studyID,sessionID,DEBUG,trialIdx,trialSubmitTS,trialType,questionID,questionCategory,questionText,response,rt,timeElapsed
rjwdrr4qa4,58064d91f25c440001678a10,678f3deb09bb611973ef0351,6792746d8de5d2be176d6b63,0,36,1737652089336,question,111,personal,What would your past self think of your current self? Would you say a lot has changed regarding how you think about the world and what you believe in?,"I think my past self would be happy with the person I've become. The world has certainly changed a lot in many respects, but in others, things remain the same. I still believe almost everything I did when I was younger. My younger self might be surprised at how much I've grown to be less judgmental and forgiving.",131725,770287
rjwdrr4qa4,58064d91f25c440001678a10,678f3deb09bb611973ef0351,6792746d8de5d2be176d6b63,0,38,1737652213374,question,164,small talk,What is the last concert or performance you saw? Had you seen the band or performer before? Where?,"I saw a bluegrass band perform at a local festival. I hadn't seen them before, they are fairly new and up and coming let's say, not very well known but they did a wonderful show. They played all the old favorites as well as a few original songs.",120867,894325
ruvsvemr8b,5e3c595d955ce604ac669fcb,678f3deb09bb611973ef0351,6792744262445c092a31a004,0,7,1737651472772,question,51,personal,"Do you think people can change fundamental things about who they are? If so, what kinds of things? If not, why not?","Yes I think people can change, if they really want to. they can learn and become more knowleadgeable and so make better decisions, for example about what they eat or ow they spend their time and money. also if there are the right incentives (rewards and consequences), they would be motivated to follow the rules.
they can also change after being socially penalised for something they did.",121190,174165
ruvsvemr8b,5e3c595d955ce604ac669fcb,678f3deb09bb611973ef0351,6792744262445c092a31a004,0,20,1737651631252,question,140,small talk,"If you could invent a new flavor of ice cream, what would it be?","I would want to perfect the flavours I already like instead of coming up with new ones. for example cookies and cream would have more cookies and be creamier, vanilla would be smoother. in all cases i prefer ice cream that is sweet and that melts well.  ",121103,332646
ruvsvemr8b,5e3c595d955ce604ac669fcb,678f3deb09bb611973ef0351,6792744262445c092a31a004,0,32,1737651823052,question,111,personal,What would your past self think of your current self? Would you say a lot has changed regarding how you think about the world and what you believe in?,"depending on how long back I go. my young past self would be a bit disappointed in my career choices and the fact that I don't travel much anymore. if I think of my slightly older younger self, then she would be relieved that I managed to become so financially and emotionally stable and have banished so much drama from my life, even if at the expense of friendships and relationships.",158219,524445
ruvsvemr8b,5e3c595d955ce604ac669fcb,678f3deb09bb611973ef0351,6792744262445c092a31a004,0,58,1737652061169,question,234,small talk,Describe the weather where you are currently. Is this unusual weather for this time of year?,"it's very wet and foggy, it's been raining a lot today. however, this means it's no longer that cold. it's still quite dark and gloomy, but this is not unusual for England in January. ",168285,762563
ruvsvemr8b,5e3c595d955ce604ac669fcb,678f3deb09bb611973ef0351,6792744262445c092a31a004,0,61,1737652246370,question,198,small talk,"Do you know any party tricks? If so, describe them. If not, describe one you would like to learn.","not really although I used to know some magic tricks with cards, but haven't done any for years. I don't really like to draw attention to myself so my trick is to always ask people about themselves, and people normally love that. however it can be annoying as some people just never ask back and talk nonstop, which makes me hate them even if I don't show it.",179913,947764
ruvsvemr8b,5e3c595d955ce604ac669fcb,678f3deb09bb611973ef0351,6792744262445c092a31a004,0,68,1737652399105,question,65,personal,What seemingly ordinary moment in your life turned out to be a major turning point?,"choosing a job that seemed OK and a good decision, which ended up being one of the worst decisions of my life. I ended up being bullied by a colleague and then sexually harassed by a manager. After leaving the job I was depressed and burnout and couldn't work for years. I ruined relationships because of it, and my career suffered immensely. it's been 15 years and I still think about it and regret it and blame myself every single day. ",132223,1100498
ljl2lsvx3b,6526f601bedbae17738408b1,678f3deb09bb611973ef0351,679274085b4c03c2b885001e,0,6,1737651513710,question,111,personal,What would your past self think of your current self? Would you say a lot has changed regarding how you think about the world and what you believe in?,You still haven't accomplished a whole lot in life.  It's past time to be more diligent about improving my credit rating and striving to save more money for retirement.  ,122535,220187
ljl2lsvx3b,6526f601bedbae17738408b1,678f3deb09bb611973ef0351,679274085b4c03c2b885001e,0,16,1737651737881,question,41,personal,"If you were given the chance to relive any day in your life, do you know which day it would be? What happened?",I would have opted to enlist in an officer training school in the Air Force instead of becoming an NCO.  My grades would have needed to be better though.  I would have liked to have been a pilot.,177924,444358
ljl2lsvx3b,6526f601bedbae17738408b1,678f3deb09bb611973ef0351,679274085b4c03c2b885001e,0,34,1737652079445,question,51,personal,"Do you think people can change fundamental things about who they are? If so, what kinds of things? If not, why not?","Yes, I've taken cognitive behavioral therapy and it has changed me in how I initially think about first impressions and situations.",121397,785922
ljl2lsvx3b,6526f601bedbae17738408b1,678f3deb09bb611973ef0351,679274085b4c03c2b885001e,0,50,1737652303521,question,192,small talk,What is the best pair of shoes you own or have owned? What makes them awesome?,I had some dress shoes that were purchased for me by my Mom for attending my sister's wedding.  I don't remember the brand name.  Other than that I've owned some Rockports and was quite happy with them.  They're very light and comfortable.,144390,1009998
ljl2lsvx3b,6526f601bedbae17738408b1,678f3deb09bb611973ef0351,679274085b4c03c2b885001e,0,65,1737652528478,question,213,small talk,Do you enjoy staying in hotels? What do you like or not like about them?,"I'd prefer staying with friends/family, or a b and b or renting a house.  When I think of hotels I think of bedbugs and bedspreads not getting washed every time.  Just have a sort of seedy thought when I think of hotels.",130697,1234955
ljl2lsvx3b,6526f601bedbae17738408b1,678f3deb09bb611973ef0351,679274085b4c03c2b885001e,0,68,1737652659794,question,234,small talk,Describe the weather where you are currently. Is this unusual weather for this time of year?,"It's normal.  It's overcast and relatively cold, in the 50s.  Sometimes we get some chilly rain coming through but for the most part it's just chilly and overcast.",121913,1366271
jk90xnyke8,67803cd876bfe6551a50a4e5,678f3deb09bb611973ef0351,6792733903e4f9cd8de6e69b,0,2,1737640962345,question,213,small talk,Do you enjoy staying in hotels? What do you like or not like about them?,yes i enjoy because of them offer a cool and a relaxation environment ,125192,299868
jk90xnyke8,67803cd876bfe6551a50a4e5,678f3deb09bb611973ef0351,6792733903e4f9cd8de6e69b,0,12,1737641213673,question,83,personal,Is there something about you that you struggle to admit to yourself or confront? Why?,i fail to admit that sometimes i fear failure which cause me to overthink on choices imake,128230,551196
jk90xnyke8,67803cd876bfe6551a50a4e5,678f3deb09bb611973ef0351,6792733903e4f9cd8de6e69b,0,38,1737641608927,question,164,small talk,What is the last concert or performance you saw? Had you seen the band or performer before? Where?,on gospel band hillsong it woow experiencing the goodness of GOD,144927,946450
jk90xnyke8,67803cd876bfe6551a50a4e5,678f3deb09bb611973ef0351,6792733903e4f9cd8de6e69b,0,44,1737641782492,question,198,small talk,"Do you know any party tricks? If so, describe them. If not, describe one you would like to learn.",no i do ot but i would love to no card tricks,134273,1120015
jk90xnyke8,67803cd876bfe6551a50a4e5,678f3deb09bb611973ef0351,6792733903e4f9cd8de6e69b,0,54,1737642012444,question,41,personal,"If you were given the chance to relive any day in your life, do you know which day it would be? What happened?","yes the day i joined campus, and went to the football ground on to be with ball and pass out.",169088,1349967
jk90xnyke8,67803cd876bfe6551a50a4e5,678f3deb09bb611973ef0351,6792733903e4f9cd8de6e69b,0,64,1737642244028,question,51,personal,"Do you think people can change fundamental things about who they are? If so, what kinds of things? If not, why not?","NO, Sometime it is hard since is that what they believe in eg if one if is caring he will but if he is not then he wont be",161126,1581551
rr2fo845v6,5d7085f70a426200186bc676,678f3deb09bb611973ef0351,6792742f3effed800760a6c8,0,32,1737651545612,question,51,personal,"Do you think people can change fundamental things about who they are? If so, what kinds of things? If not, why not?","I think it is possible, but unlikely. I think it would take a major event for someone to change who they are fundamentally. People don't like to change, so in order for change to happen it will take someone major happening to them to make them change their mind on something.",120908,275508
rr2fo845v6,5d7085f70a426200186bc676,678f3deb09bb611973ef0351,6792742f3effed800760a6c8,0,37,1737651678370,question,111,personal,What would your past self think of your current self? Would you say a lot has changed regarding how you think about the world and what you believe in?,"They would be disappointed I am not a professional athlete. I was very good at sports and I should have gone and done major things in sports, but I kept getting injured and let other things take priority over training for sports. I used to have a lot of motivation, but it is no longer around. I think my past self would be sad. ",120933,408266
rr2fo845v6,5d7085f70a426200186bc676,678f3deb09bb611973ef0351,6792742f3effed800760a6c8,0,41,1737651828165,question,164,small talk,What is the last concert or performance you saw? Had you seen the band or performer before? Where?,"The last performance I saw was a live whose line is it anyways show. I had not seen them live before but I saw many of their shows. I saw them near where I live and it was funny. Not many original cast members were there so that was disappointing, but it was the first time I went somewhere by myself so it was an achievement for me. ",140889,558061
rr2fo845v6,5d7085f70a426200186bc676,678f3deb09bb611973ef0351,6792742f3effed800760a6c8,0,42,1737651955871,question,198,small talk,"Do you know any party tricks? If so, describe them. If not, describe one you would like to learn.","I know how to make some balloon animals. I can make a dog, giraffe, parrot on a swing, fish, and sword. I was a clown when I was 12 and I learned how to make these. It is a useless skill, but I know how to make some basic balloon animals. ",127706,685767
rr2fo845v6,5d7085f70a426200186bc676,678f3deb09bb611973ef0351,6792742f3effed800760a6c8,0,43,1737652076685,question,213,small talk,Do you enjoy staying in hotels? What do you like or not like about them?,I don't like staying in hotels. I have to pay money to stay in a smaller room than my house. I also have to leave my house which I do not like doing.,120813,806581
rr2fo845v6,5d7085f70a426200186bc676,678f3deb09bb611973ef0351,6792742f3effed800760a6c8,0,68,1737652278152,question,65,personal,What seemingly ordinary moment in your life turned out to be a major turning point?,Getting as job as an accountant in a department at a university. It somehow turned into me getting into a completely different field in administration than from accounting. I also was never good at math starting in high school so it was weird I became an accountant to begin with.,127133,1008048
0gtwx95cgh,627986ad0b4e17430bd23d80,678f3deb09bb611973ef0351,679274476db9dbf2f2215505,0,21,1737651551521,question,164,small talk,What is the last concert or performance you saw? Had you seen the band or performer before? Where?,"The last concert I was at was Coachella in 2023, where I saw a bunch of different performances. A majority of the performances I saw were from artists that I have never seen before. I purposely chose to see artists that are new to me and explore new music to further improve my music palette. ",136865,271510
0gtwx95cgh,627986ad0b4e17430bd23d80,678f3deb09bb611973ef0351,679274476db9dbf2f2215505,0,35,1737651839882,question,51,personal,"Do you think people can change fundamental things about who they are? If so, what kinds of things? If not, why not?","I think people can fundamentally change a majority of their personality over time or if something traumatic happened to cause a sudden change. Things like being generous, introverted or extroverted, etc. are all subject to change with enough time and experience. Unfortunately, I think some core parts of their personality is seemingly impossible to change, no matter the circumstance. I noticed that very selfish or narcissistic people do not change and will usually think nothing is wrong with them in the first place to change. ",241293,559871
0gtwx95cgh,627986ad0b4e17430bd23d80,678f3deb09bb611973ef0351,679274476db9dbf2f2215505,0,37,1737651973860,question,198,small talk,"Do you know any party tricks? If so, describe them. If not, describe one you would like to learn.","I do not possess any party tricks; however, I would like to learn card tricks. Having a pack of cards around is very easy to do, so if I were to learn card tricks, that would be super fun to do. Everyone loves a good card trick, especially one that requires a lot of impressive dexterity. Learning card tricks will also provide me an arsenal with different tricks up my sleeve. ",130073,693849
0gtwx95cgh,627986ad0b4e17430bd23d80,678f3deb09bb611973ef0351,679274476db9dbf2f2215505,0,41,1737652129679,question,16,personal,What do you value most in a friendship?,"I value trust, open-mindedness, and honesty. Being able to talk to your friends freely and knowing that they are speaking to you from their heart is nothing short of amazing. Knowing that your friends will always have your back and you can trust them with your life is something people should look for when they make friends. I'm a firm believer that your best friends will eventually become your family, if they check off these three things. ",142157,849668
0gtwx95cgh,627986ad0b4e17430bd23d80,678f3deb09bb611973ef0351,679274476db9dbf2f2215505,0,49,1737652370948,question,65,personal,What seemingly ordinary moment in your life turned out to be a major turning point?,"My life was going great up until I quit my last major corporate job back in late 2018. My job at the time was considered a great stepping stone to my career and I figured that I could always return to corporate life if I wanted to. I spent the next year traveling and got it out of my system. Then, as I attempted to get back into the workforce in 2020, the pandemic hit and I struggled to make ends meet. My career fell off a cliff since then and I haven't been able to return to work. I ran into financial issues and to make things worse, I ran into several health issues that is impeding my ability to work or even sit down on a chair. I am currently still going through this right now and I can honestly say that ordinary moment in 2018 turned out to be a major down turn for my life. ",221059,1090937
0gtwx95cgh,627986ad0b4e17430bd23d80,678f3deb09bb611973ef0351,679274476db9dbf2f2215505,0,52,1737652498521,question,213,small talk,Do you enjoy staying in hotels? What do you like or not like about them?,"I somewhat enjoy staying in hotels, mainly because everything is cleaned and you get to feel somewhat pampered, depending on where you stay at. Some hotels offer great amenities like free massages or spas, which I would take full advantage of. If the hotel was for a fantastic getaway, then it would be much more fun. However, if the hotel was just a regular inn for a quick overnight stay, then I do not really care for it because I only use it to sleep and leave. ",122037,1218510
jelds08s99,5bf8f34abdd6400001bd5e66,678f3deb09bb611973ef0351,679273eef85c708981b95923,0,10,1737651694481,question,164,small talk,What is the last concert or performance you saw? Had you seen the band or performer before? Where?,I saw a woman named Olivia Reynolds locally in a nearby state park. She is well-known in the area. She has a great voice. ,132973,436547
jelds08s99,5bf8f34abdd6400001bd5e66,678f3deb09bb611973ef0351,679273eef85c708981b95923,0,35,1737652006613,question,234,small talk,Describe the weather where you are currently. Is this unusual weather for this time of year?,It has been extremely cold lately and it has snowed twice this week. The nights have been in single digits. I am planning a ski trip soon so the snow is welcome,141447,748679
jelds08s99,5bf8f34abdd6400001bd5e66,678f3deb09bb611973ef0351,679273eef85c708981b95923,0,45,1737652241947,question,16,personal,What do you value most in a friendship?,Honesty and friends who care and would do anything for me if I needed help. Friends are honest and never lie. My closest friends have been with me for many years. Compatibility is a necessary aspect.,156109,984013
jelds08s99,5bf8f34abdd6400001bd5e66,678f3deb09bb611973ef0351,679273eef85c708981b95923,0,46,1737652369477,question,198,small talk,"Do you know any party tricks? If so, describe them. If not, describe one you would like to learn.",I would like to learn some card tricks to entertain friends and family. I have a friend who does magic tricks but I struggle to be as good as he is.,127521,1111542
jelds08s99,5bf8f34abdd6400001bd5e66,678f3deb09bb611973ef0351,679273eef85c708981b95923,0,60,1737652600756,question,111,personal,What would your past self think of your current self? Would you say a lot has changed regarding how you think about the world and what you believe in?,"My past self would be proud of my growth, values, ethics, and morals. I have learned a lot about myself over the years",121070,1342822
jelds08s99,5bf8f34abdd6400001bd5e66,678f3deb09bb611973ef0351,679273eef85c708981b95923,0,68,1737652785964,question,83,personal,Is there something about you that you struggle to admit to yourself or confront? Why?,I struggle to accept my flaws and shortcomings and am always trying to perfect things about myself that I am not proud of. ,125989,1528030
6volq0hped,667a2a09c4912ebdc9078387,678f3deb09bb611973ef0351,67927346ea9a9e31a90e4a0a,0,14,1737651355956,question,198,small talk,"Do you know any party tricks? If so, describe them. If not, describe one you would like to learn.",Nope. Some kind of card trick could be cool.,122374,315021
6volq0hped,667a2a09c4912ebdc9078387,678f3deb09bb611973ef0351,67927346ea9a9e31a90e4a0a,0,15,1737651480520,question,51,personal,"Do you think people can change fundamental things about who they are? If so, what kinds of things? If not, why not?","To some extent yes, but for the most part people just are who they are by way of how they grew up/were raised.",124563,439585
6volq0hped,667a2a09c4912ebdc9078387,678f3deb09bb611973ef0351,67927346ea9a9e31a90e4a0a,0,31,1737651661893,question,111,personal,What would your past self think of your current self? Would you say a lot has changed regarding how you think about the world and what you believe in?,Same person with more age,120961,620958
6volq0hped,667a2a09c4912ebdc9078387,678f3deb09bb611973ef0351,67927346ea9a9e31a90e4a0a,0,51,1737651861474,question,65,personal,What seemingly ordinary moment in your life turned out to be a major turning point?,I really don't have any good answer for this,121499,820539
6volq0hped,667a2a09c4912ebdc9078387,678f3deb09bb611973ef0351,67927346ea9a9e31a90e4a0a,0,55,1737651997521,question,234,small talk,Describe the weather where you are currently. Is this unusual weather for this time of year?,Cold and snowy. very status quo for this time of year,122073,956586
6volq0hped,667a2a09c4912ebdc9078387,678f3deb09bb611973ef0351,67927346ea9a9e31a90e4a0a,0,56,1737652118572,question,140,small talk,"If you could invent a new flavor of ice cream, what would it be?",Some kind of dark chocolate. there may be one like that but not that I know of,121048,1077637
0kezqdaye2,66731549db14893d2dcac60b,678f3deb09bb611973ef0351,6792744a6cdfd5c71fec1b06,0,1,1737651444410,question,234,small talk,Describe the weather where you are currently. Is this unusual weather for this time of year?,"There is snow from the ground from two days ago, and it has yet to fully melt. There is also the remnants of ice still present on the road. This is definitely quite unusual weather for this time of year as snow here is a once in 20 years kind of event. And yet it snowed about 2 years ago, and then 3 years before that. ",121332,156945
0kezqdaye2,66731549db14893d2dcac60b,678f3deb09bb611973ef0351,6792744a6cdfd5c71fec1b06,0,7,1737651585428,question,83,personal,Is there something about you that you struggle to admit to yourself or confront? Why?,"I think I struggle to admit to myself that I may have ADHD or a related neurodivergence. I wouldn't know what it is, nor would I wish to self-diagnosis. Yet, I've had a lot of questions about certain personal behaviours that don't tend to match neurotypical behavior. Because of that, I find myself thinking of the possibility.",121082,297963
0kezqdaye2,66731549db14893d2dcac60b,678f3deb09bb611973ef0351,6792744a6cdfd5c71fec1b06,0,12,1737651721592,question,140,small talk,"If you could invent a new flavor of ice cream, what would it be?","If I could invent a new flavour of ice cream, it would probably be flavoured based on the cream filling specifically from DK's Donuts in California. I've only had their donuts once, but their cream has been on my mind ever since. It's a very hard to forget flavor.",121570,434127
0kezqdaye2,66731549db14893d2dcac60b,678f3deb09bb611973ef0351,6792744a6cdfd5c71fec1b06,0,21,1737651870779,question,192,small talk,What is the best pair of shoes you own or have owned? What makes them awesome?,"To be perfectly honest, I've never had a good pair of shoes. My family and I have never had enough money to justify buying actually good shoes. So I've always just replaced them with some cheap Wal-mart shoes once the sole runs out. Because of that, my best pair of shoes would be my current shoes.",120698,583314
0kezqdaye2,66731549db14893d2dcac60b,678f3deb09bb611973ef0351,6792744a6cdfd5c71fec1b06,0,29,1737652013249,question,51,personal,"Do you think people can change fundamental things about who they are? If so, what kinds of things? If not, why not?","It really depends. Typically, the answer is going to be no when it comes to fundamental facets of their personality. However, if it involves fundamental beliefs then the answer could be yes. Generally, you can't change fundamental beliefs intentionally, so traumatic/sudden/stressful events can 'shake' someone's rigidity and lead to such changes. Those changes don't always stick, though.",120649,725783
0kezqdaye2,66731549db14893d2dcac60b,678f3deb09bb611973ef0351,6792744a6cdfd5c71fec1b06,0,38,1737652159260,question,16,personal,What do you value most in a friendship?,"I value my friends, I value their happiness, I value our time together. As long as each of these is stable and prosperous, I am content. Things such as them being interesting/funny/talkative/whatever, they aren't truly important as I'm not looking to get anything out of my friendships. ",122249,871794
kdulryocdj,66e8464aaca8e7ab9719a5ec,678f3deb09bb611973ef0351,6792746156a434796dc7ce99,0,19,1737651562718,question,198,small talk,"Do you know any party tricks? If so, describe them. If not, describe one you would like to learn.","I know the lyrics to a ridiculous amount of songs. My friends used to just scroll through the radio stations, through every genre of music, and I would sing the songs and impress everyone. It's not really that impressive to me. I haven't listened to popular, secular music in years so I would probably not be very good at this now.",133471,263745
kdulryocdj,66e8464aaca8e7ab9719a5ec,678f3deb09bb611973ef0351,6792746156a434796dc7ce99,0,25,1737651710534,question,111,personal,What would your past self think of your current self? Would you say a lot has changed regarding how you think about the world and what you believe in?,"My past self wouldn't even recognize the current me. I was a mentally ill, IV drug addict 5 years ago, and I now have everything I once hoped, prayed and pleaded for back then. I believed in God at that time, but He hadn't brought me back from the dead yet and had not yet revealed Himself to me.",130294,411561
kdulryocdj,66e8464aaca8e7ab9719a5ec,678f3deb09bb611973ef0351,6792746156a434796dc7ce99,0,28,1737651863674,question,192,small talk,What is the best pair of shoes you own or have owned? What makes them awesome?,I used to have these blue Dr. Martin-style combat boots that I got on clearance at Sears about 13 years ago. I absolutely loved them and wore them until the soles fell apart. I also had a pair of black Asics that were great.,146253,564701
kdulryocdj,66e8464aaca8e7ab9719a5ec,678f3deb09bb611973ef0351,6792746156a434796dc7ce99,0,56,1737652123389,question,65,personal,What seemingly ordinary moment in your life turned out to be a major turning point?,"I guess the day I met the man who was to become my husband. I was a staff member at a long-term discipleship program, and he came in as a new resident. I had spoken to him on the phone a few times, but other than that, I didn't know him at all. Over the next several months, I felt an attraction toward him, but it still took a while for me to realize that the Lord had placed him in my life to be my husband.",162304,824416
kdulryocdj,66e8464aaca8e7ab9719a5ec,678f3deb09bb611973ef0351,6792746156a434796dc7ce99,0,58,1737652248155,question,140,small talk,"If you could invent a new flavor of ice cream, what would it be?","I literally just ate a bowl of ice cream! It was chocolate, and I added a broken-up Little Debbie brownie to it. So, I guess that, although I think there already exists a Brownie flavor ice cream. Maybe Cherry Pie-Cheesecake.",121347,949182
kdulryocdj,66e8464aaca8e7ab9719a5ec,678f3deb09bb611973ef0351,6792746156a434796dc7ce99,0,62,1737652411565,question,51,personal,"Do you think people can change fundamental things about who they are? If so, what kinds of things? If not, why not?","Yes and no. I believe that through the Lord, anyone can change, or rather, BE changed, supernaturally, through the work of the Holy Spirit. I know because it happened to me. There are somethings though that cannot be exterminated completely, like our sinful nature to try and be god of our own life. That's a constant battle we fight on this side of Heaven.",154046,1112592
bbdremg0ku,67825576d5858c9d420da538,678f3deb09bb611973ef0351,679274371ee9a75f3160a577,0,11,1737651870277,question,192,small talk,What is the best pair of shoes you own or have owned? What makes them awesome?,"Sneaker 
the are awesome because i love them and their easy to wear ",124168,526505
bbdremg0ku,67825576d5858c9d420da538,678f3deb09bb611973ef0351,679274371ee9a75f3160a577,0,16,1737652250267,question,234,small talk,Describe the weather where you are currently. Is this unusual weather for this time of year?,"sunny for most part of the state is quite dry and hot , however , it experiences an average annual rainfall between 3 inches and 40 inches . the weather is normal for the time of the year ",335198,906495
bbdremg0ku,67825576d5858c9d420da538,678f3deb09bb611973ef0351,679274371ee9a75f3160a577,0,27,1737652869610,question,51,personal,"Do you think people can change fundamental things about who they are? If so, what kinds of things? If not, why not?","yes life experience: significant life events such as trauma, major relationship, or career change, can change a shape of a person' value, beliefs and worldviews 
social and cultural influences ",549649,1525838
bbdremg0ku,67825576d5858c9d420da538,678f3deb09bb611973ef0351,679274371ee9a75f3160a577,0,30,1737653245667,question,41,personal,"If you were given the chance to relive any day in your life, do you know which day it would be? What happened?","Yes a special moment with loves.
happiness and joy, appreciation for life ",358812,1901896
bbdremg0ku,67825576d5858c9d420da538,678f3deb09bb611973ef0351,679274371ee9a75f3160a577,0,44,1737653540666,question,140,small talk,"If you could invent a new flavor of ice cream, what would it be?","""Sakura sunset"" ice cream flower ",182888,2196895
